(Intercept)	-10.2444207442747
Z1	0.288375254615043
Z2	0.0521487503084521
Z3	0
Z4	0
Z5	0
Z6	0
Z7	0
Z8	0
Z9	-0.109450739424415
Z10	0
Z11	0
Z12	0
Z13	0
Z14	0
Z15	0
Z16	0
Z17	0
Z18	-0.0106227887074764
Z19	0
Z20	0
Z21	0
Z22	0
Z23	0
Z24	0
Z25	0.0472460336891008
Z26	0
Z27	0.039294927768652
Z28	-0.124627711718056
Z29	-0.160348252582554
Z30	-0.0753638046469026
Z31	0
Z32	0
Z33	0
Z34	0.731707093136925
Z35	0
Z36	0.551344305962848
Z37	0
Z38	0
Z39	0
Z40	0
Z41	-0.149558881981811
Z42	0
C2:G4	0.682782769805578
T3:A7	1.53236797044972
T4:T5	0
T5:G8	0
C6:G8	0
T6:A7	0.986355087135442
T6:G8	1.96852888048755
A7:G8	2.54535868939193
A7:T10	3.09131368510155
A7:G11	2.53257063268928
G9:T10	2.0268974602984
G11:T14	0.768766327517162
s	0.00198457271501816
