(Intercept)	-8.87613712505073
Z1	-0.236392714470898
Z2	-0.156712310611978
Z3	0
Z4	0.225746306571715
Z5	0
Z6	0
Z7	0
Z8	-0.251374210321669
Z9	0.00588709770925791
Z10	0
Z11	0.780641580430706
Z12	0
Z13	0
Z14	0
Z15	0
Z16	0
Z17	0
Z18	0
Z19	0
Z20	0
Z21	0
Z22	0
Z23	0
Z24	0
Z25	0.0906162644363438
Z26	-0.670055936002167
Z27	-0.397872578334949
Z28	-0.236048818749013
Z29	0
Z30	-0.0545800237226321
Z31	0
Z32	0
Z33	0.0183174426365141
Z34	-0.108174681385222
Z35	-0.136353149753754
Z36	-0.44086716378683
Z37	0
Z38	-0.62813407795566
Z39	-0.127826752849213
Z40	0
Z41	0
Z42	-0.513841285822293
Z43	0
Z44	0.379738646197162
Z45	-0.185697145730903
Z46	0
Z47	0
Z48	0
Z49	0.0732217946389269
Z50	0
Z51	0.287311444031251
Z52	-0.873032533724617
Z53	-0.02034655119425
Z54	-0.0819663293054114
C4:T5	0.051177537610134
C4:A7	0.45132566231176
T5:A8	0
A6:A7	1.13207702923829
G6:A7	0
G6:A8	0
G6:C10	0.487458478455801
A7:C10	0
A7:G11	0
G3:T5:A8	0
G3:G6:A7	0.348123148759752
G3:G6:A8	1.79542349945931
G3:A7:C10	0.450418455767121
G3:A8:T13	0.0366417468034356
C4:A7:A8	0
T5:G6:A7	2.63411542294956
T5:G6:A8	0
T5:A7:A8	0
T5:A8:C10	1.1704281838538
T5:A8:T13	0
G6:A7:A8	-0.231385028247148
G6:A8:T13	-1.0268715301369
A7:A8:T9	-0.146513123882282
A7:A8:C10	1.48990383715325
A7:A8:G11	0.653280983078303
A7:A8:T13	1.77894798598446
A7:A8:T14	0.742564699149577
A7:A8:A16	1.34448054466129
A8:G11:T13	0
s	0.00271303134114784
